"","Name","SMILES","NG_hit"
"450","FLUMEQUINE","CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23",1
"451","FLUNARIZINE HYDROCHLORIDE","Cl.Cl.Fc1ccc(C(c2ccc(F)cc2)N2CCN(CC=Cc3ccccc3)CC2)cc1",0
"452","FLUPHENAZINE HYDROCHLORIDE","Cl.Cl.OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1",1
"453","FLUTAMIDE","CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1",1
"454","MONTELUKAST SODIUM","CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)[O-])CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1.[Na+]",0
"455","FAMOTIDINE","NC(N)=Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1",0
"456","ETODOLAC","CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3",0
"457","FENOTEROL HYDROBROMIDE","Br.CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1",0
"458","FENBUFEN","O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1",0
"459","FENOFIBRATE","CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1",0
"460","FENOPROFEN","CC(C(=O)O)c1cccc(Oc2ccccc2)c1",0
"461","FLUFENAMIC ACID","O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1",1
"462","FENBENDAZOLE","COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1",0
"463","FENSPIRIDE HYDROCHLORIDE","Cl.O=C1NCC2(CCN(CCc3ccccc3)CC2)O1",0
"464","MEFENAMIC ACID","Cc1cccc(Nc2ccccc2C(=O)O)c1C",1
"465","METHACYCLINE HYDROCHLORIDE","C=C1c2cccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)=C(O)C(N(C)C)C3C(O)C12.Cl",0
"466","PUROMYCIN DIHYDROCHLORIDE","COc1ccc(CC(N)C(=O)NC2C(CO)OC(n3cnc4c(N(C)C)ncnc43)C2O)cc1.Cl.Cl",1
"467","MEFEXAMIDE HYDROCHLORIDE","CCN(CC)CCNC(=O)COc1ccc(OC)cc1.Cl",0
"468","PROBUCOL","CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1",0
"469","MEBENDAZOLE","COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1",0
"470","PROPOXYCAINE HYDROCHLORIDE","CCCOc1cc(N)ccc1C(=O)OCCN(CC)CC.Cl",0
"471","MEBEVERINE HYDROCHLORIDE","CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1.Cl",0
"472","TERPENE HYDRATE","CC1(O)CCC(C(C)(C)O)CC1.O",0
"473","PROGLUMIDE","CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)c1ccccc1",0
"474","MINAPRINE HYDROCHLORIDE","Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1.Cl.Cl",0
"475","MEMANTINE HYDROCHLORIDE","CC12CC3CC(C)(C1)CC(N)(C3)C2.Cl",0
"476","TIZANIDINE HYDROCHLORIDE","Cl.Clc1ccc2nsnc2c1NC1=NCCN1",0
"477","TRAMIPROSATE","NCCCS(=O)(=O)O",1
"478","ATENOLOL","CC(C)NCC(O)COc1ccc(CC(N)=O)cc1",0
"479","CAPSAICIN","COc1cc(CNC(=O)CCCCC=CC(C)C)ccc1O",1
"480","HEPARIN SODIUM","NC1C(OC2C(C(=O)[O-])OC(COC3C(CO)OC(O)C(O)C3O)C(OS(=O)(=O)[O-])C2O)OC(COS(=O)(=O)[O-])C(O)C1O",0
"481","ROSIGLITAZONE MALEATE","CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1.O=C(O)C=CC(=O)O",0
"482","NICERGOLINE","COC12CC(COC(=O)c3cncc(Br)c3)CN(C)C1Cc1cn(C)c3cccc2c13",0
"483","PIMOZIDE","O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1",0
"484","NICARDIPINE HYDROCHLORIDE","COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1.Cl",0
"485","NEFOPAM","CN1CCOC(c2ccccc2)c2ccccc2C1",0
"486","PIRENZEPINE HYDROCHLORIDE","CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1.Cl.Cl",0
"487","PRAMOXINE HYDROCHLORIDE","CCCCOc1ccc(OCCCN2CCOCC2)cc1.Cl",0
"488","QUINOXYFEN","Fc1ccc(Oc2ccnc3cc(Cl)cc(Cl)c23)cc1",0
"489","SULFACHLORPYRIDAZINE","Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nn2)cc1",1
"490","SULFADIMETHOXINE","COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1",1
"491","SULFAQUINOXALINE SODIUM","Nc1ccc(S(=O)(=O)[N-]c2cnc3ccccc3n2)cc1.[Na+]",1
"492","SULFAMONOMETHOXINE","COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1",1
"493","SULCONAZOLE NITRATE","Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O",0
"494","RITODRINE HYDROCHLORIDE","CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1.Cl",0
"495","SULPIRIDE (S [-])",NA,0
"496","RANITIDINE HYDROCHLORIDE","CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1.Cl",0
"497","BENZONATATE","CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1",0
"498","SULOCTIDIL","CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1",1
"499","RONIDAZOLE","Cn1c([N+](=O)[O-])cnc1COC(N)=O",1
"500","SULFAMETER","COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1",0
"501","SULFAMETHOXYPYRIDAZINE","COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1",1
"502","SACCHARIN","O=C1NS(=O)(=O)c2ccccc21",0
"503","OCTODRINE","CC(C)CCCC(C)N",0
"504","ERYTHROMYCIN ESTOLATE","CCC(=O)OC1C(OC2C(C)C(OC3CC(C)(OC)C(O)C(C)O3)C(C)C(=O)OC(CC)C(C)(O)C(O)C(C)C(=O)C(C)CC2(C)O)OC(C)CC1N(C)C.CCCCCCCCCCCCOS(=O)(=O)O",1
"505","ESTRADIOL BENZOATE","CC12CCC3c4ccc(OC(=O)c5ccccc5)cc4CCC3C1CCC2O",0
"506","ECONAZOLE NITRATE","Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O",1
"507","FLUNISOLIDE","CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1",0
"508","FLUMETHASONE","CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO",0
"509","XYLAZINE","Cc1cccc(C)c1NC1=NCCCS1",0
"510","TOLAZAMIDE","Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1",0
"511","GALANTAMINE","COc1ccc2c3c1OC1CC(O)C=CC31CCN(C)C2",0
"512","RETINOL","CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CCO",0
"513","LANATOSIDE C","CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC(C)C1OC1OC(CO)C(O)C(O)C1O",0
"514","ENALAPRIL MALEATE","CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1CCCC1C(=O)O.O=C(O)C=CC(=O)O",0
"515","KETOPROFEN","CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1",0
"516","LISINOPRIL","NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O",0
"517","BUMETANIDE","CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1",0
"518","CARBENOXOLONE SODIUM","CC1(C(=O)[O-])CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC(=O)CCC(=O)[O-])C(C)(C)C5CCC43C)C2C1.[Na+].[Na+]",0
"519","APREPITANT","CC(OC1OCCN(C(C)c2nc(=O)[nH][nH]2)C1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1",0
"520","AVANAFIL","COc1ccc(CNc2nc(N3CCCC3CO)ncc2C(=O)NCc2ncccn2)cc1Cl",0
"521","ISOTRETINON","CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O",0
"522","MESNA","O=S(=O)([O-])CCS.[Na+]",0
"523","TRETINOIN",NA,0
"524","BRETYLIUM TOSYLATE","CC[N+](C)(C)Cc1ccc(Br)cc1.Cc1ccc(S(=O)(=O)[O-])cc1",0
"525","FOSCARNET SODIUM","O=C([O-])P(=O)([O-])[O-].[Na+].[Na+].[Na+]",0
"526","LENALIDOMIDE","Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O",0
"527","PHTHALYLSULFATHIAZOLE","O=C(O)c1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1",0
"528","SUCCINYLSULFATHIAZOLE","O=C(O)CCC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1",0
"529","CEPHALEXIN","CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1",0
"530","ACARBOSE","CC1OC(OC2C(CO)OC(OC3C(CO)OC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1NC1C=C(CO)C(O)C(O)C1O",0
"531","CEFOXITIN SODIUM","COC1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)[O-])=C(COC(N)=O)CSC21.[Na+]",1
"532","SURAMIN HEXASODIUM","Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)[O-])c3cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c23)cc1NC(=O)c1cccc(NC(=O)Nc2cccc(C(=O)Nc3cc(C(=O)Nc4ccc(S(=O)(=O)[O-])c5cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c45)ccc3C)c2)c1.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]",1
"533","CEFUROXIME SODIUM","CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(COC(N)=O)CSC12)c1ccco1.[Na+]",1
"534","RALOXIFENE HYDROCHLORIDE","Cl.O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12",0
"535","CEFAMANDOLE SODIUM","Cn1nnnc1SCC1=C(C(=O)[O-])N2C(=O)C(NC(=O)C(O)c3ccccc3)C2SC1.[Na+]",1
"536","FOSFOMYCIN CALCIUM","CC1OC1P(=O)([O-])[O-].[Ca+2]",0
"537","CEFMETAZOLE SODIUM","COC1(NC(=O)CSCC#N)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CSC21.[Na+]",1
"538","CEFAMANDOLE NAFATE","Cn1nnnc1SCC1=C(C(=O)[O-])N2C(=O)C(NC(=O)C(OC=O)c3ccccc3)C2SC1.[Na+]",0
"539","CEFOPERAZONE","CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CSC23)c2ccc(O)cc2)C(=O)C1=O",1
"540","BEZAFIBRATE","CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O",0
"541","DAPAGLIFLOZIN","CCOc1ccc(Cc2cc(C3OC(CO)C(O)C(O)C3O)ccc2Cl)cc1",0
"542","ALRESTATIN","O=C(O)CN1C(=O)c2cccc3cccc(c23)C1=O",0
"543","PROADIFEN HYDROCHLORIDE","CCCC(C(=O)OCCN(CC)CC)(c1ccccc1)c1ccccc1.Cl",0
"544","TRICAINE MESYLATE","CCOC(=O)c1cccc(N)c1.CS(=O)(=O)O",0
"545","CISPLATIN","Cl[Pt]Cl.N.N",1
"546","ZIDOVUDINE [AZT]","Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O",0
"547","AZACITIDINE","Nc1ncn(C2OC(CO)C(O)C2O)c(=O)n1",0
"548","CYCLOHEXIMIDE","CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1",0
"549","CEFOTETAN","COC1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21",1
"550","TINIDAZOLE","CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C",0
"551","CARBIDOPA","CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O",1
"552","PIRACETAM","NC(=O)CN1CCCC1=O",0
"553","ETHOSUXIMIDE","CCC1(C)CC(=O)NC1=O",0
"554","PIPERIDOLATE HYDROCHLORIDE","CCN1CCCC(OC(=O)C(c2ccccc2)c2ccccc2)C1.Cl",0
"555","ANISINDIONE","COc1ccc(C2C(=O)c3ccccc3C2=O)cc1",0
"556","CYCLOSPORINE","CC=CCC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C",0
"557","FLEROXACIN","CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1",1
"558","ASCORBIC ACID","O=C1OC(C(O)CO)C(O)=C1O",0
"559","MENADIONE","CC1=CC(=O)c2ccccc2C1=O",1
"560","SALICIN","OCc1ccccc1OC1OC(CO)C(O)C(O)C1O",1
"561","MONENSIN SODIUM","CCC1(C2OC(C3OC(O)(CO)C(C)CC3C)CC2C)CCC(C2(C)CCC3(CC(O)C(C)C(C(C)C(OC)C(C)C(=O)[O-])O3)O2)O1.[Na+]",0
"562","ISOCONAZOLE NITRATE","Clc1ccc(C(Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1.O=[N+]([O-])O",1
"563","LEVETIRACETAM","CCC(C(N)=O)N1CCCC1=O",0
"564","alpha-TOCHOPHEROL [4 mM]","Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2",0
"565","CAPECITABINE","CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C(O)C2O)cc1F",0
"566","alpha-TOCHOPHERYL ACETATE [4mM]","CC(=O)Oc1c(C)c(C)c2c(c1C)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2",0
"567","SISOMICIN SULFATE","CNC1C(O)C(OC2C(N)CC(N)C(OC3OC(CN)=CCC3N)C2O)OCC1(C)O.O=S(=O)(O)O",0
"568","FLUBENDAZOLE","COC(=O)Nc1nc2cc(C(=O)c3ccc(F)cc3)ccc2[nH]1",0
"569","THIAMINE HYDROCHLORIDE","Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-]",0
"570","NALOXONE HYDROCHLORIDE","C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5.Cl",0
"571","DIAVERIDINE","COc1ccc(Cc2cnc(N)nc2N)cc1OC",0
"572","LOMUSTINE","O=NN(CCCl)C(=O)NC1CCCCC1",0
"573","VESAMICOL HYDROCHLORIDE","Cl.OC1CCCCC1N1CCC(c2ccccc2)CC1",0
"574","IOHEXOL","CC(O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I",0
"575","MEROPENEM","CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(=O)N(C)C)C3)C(C)C12",1
"576","NEFAZODONE HYDROCHLORIDE","CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1",0
"577","NIFURSOL","O=C(NN=Cc1ccc([N+](=O)[O-])o1)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O",1
"578","PALIPERIDONE","Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O",0
"579","DROPERIDOL","O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1",0
"580","MILRINONE","Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1",0
"581","LORNOXICAM","CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O",0
"582","NITRENDIPINE","CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1",0
"583","RACTOPAMINE HYDROCHLORIDE","CC(CCc1ccc(O)cc1)NCC(O)c1ccc(O)cc1.Cl",0
"584","ERGONOVINE MALEATE","CC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1.O=C(O)C=CC(=O)O",0
"585","ROXATIDINE ACETATE HYDROCHLORIDE","CC(=O)OCC(=O)NCCCOc1cccc(CN2CCCCC2)c1.Cl",0
"586","SERATRODAST","CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C(C)C1=O",0
"587","SPARFLOXACIN","CC1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1",1
"588","STAVUDINE","Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O",0
"589","SULBACTAM","CC1(C)C(C(=O)O)N2C(=O)CC2S1(=O)=O",1
"590","AZAPERONE","O=C(CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1",0
"591","LOMEFLOXACIN HYDROCHLORIDE","CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21.Cl",1
"592","URACIL","O=c1cc[nH]c(=O)[nH]1",0
"593","BAZEDOXIFENE ACETATE","CC(=O)O.Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12",0
"594","DICLAZURIL","N#CC(c1ccc(Cl)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl",1
"595","IDOXURIDINE","O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1I",0
"596","ABACAVIR SULFATE","Nc1nc(NC2CC2)c2ncn(C3C=CC(CO)C3)c2n1.O=S(=O)(O)O",0
"597","LEVONORGESTREL","C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC",0
"598","LEVOSIMENDAN","CC1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1",0
"599","LOFEXIDINE  HYDROCHLORIDE","CC(Oc1c(Cl)cccc1Cl)C1=NCCN1.Cl",0
"600","DOXOFYLLINE","Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O",0
"601","DIFLOXACIN HYDROCHLORIDE","CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1.Cl",1
"602","ZALCITABINE","Nc1ccn(C2CCC(CO)O2)c(=O)n1",0
"603","RITONAVIR","CC(C)c1nc(CN(C)C(=O)NC(C(=O)NC(Cc2ccccc2)CC(O)C(Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1",0
"604","GANCICLOVIR HYDRATE","Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1.O",0
"605","DEXIBUPROFEN","CC(C)Cc1ccc(C(C)C(=O)O)cc1",0
"606","PIZOTYLINE MALATE","CN1CCC(=C2c3ccccc3CCc3sccc32)CC1.O=C(O)CC(O)C(=O)O",0
"607","AMOROLFINE HYDROCHLORIDE","CCC(C)(C)c1ccc(CC(C)CN2CC(C)OC(C)C2)cc1.Cl",0
"608","NEPAFENAC","NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N",0
"609","CANDESARTAN","CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1",0
"610","ADAPALENE","COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2",0
"611","AMLEXANOX","CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1",1
"612","AMPROLIUM","CCCc1ncc(C[n+]2ccccc2C)c(N)n1.[Cl-]",0
"613","NEFIRACETAM","Cc1cccc(C)c1NC(=O)CN1CCCC1=O",0
"614","HYDROXYZINE HYDROCHLORIDE","Cl.Cl.OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1",0
"615","EPRINOMECTIN","CCC(C)C1OC2(C=CC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(NC(C)=O)C(C)O4)C(C)O3)C(C)C=CC=C3COC4C(O)C(C)=CC(C(=O)O1)C34O)O2",0
"616","FENCLONINE (+/-)","Cl.NC(Cc1ccc(Cl)cc1)C(=O)O",0
"617","LINEZOLID","CC(=O)NCC1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1",1
"618","LUMIRACOXIB","Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1",0
"619","DIPERODON HYDROCHLORIDE","Cl.O=C(Nc1ccccc1)OCC(CN1CCCCC1)OC(=O)Nc1ccccc1",0
"620","ROTENONE","C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1",0
"621","MOEXIPRIL HYDROCHLORIDE","CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2cc(OC)c(OC)cc2CC1C(=O)O.Cl",0
"622","DIFLORASONE DIACETATE","CC(=O)OCC(=O)C1(OC(C)=O)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C",0
"623","DIHYDROSTREPTOMYCIN SESQUISULFATE [5mM/10% aq DMSO]","CNC1C(OC2C(OC3C(O)C(O)C(NC(=N)N)C(O)C3NC(=N)N)OC(C)C2(O)CO)OC(CO)C(O)C1O.O=S(=O)(O)O",0
"624","ANTAZOLINE","c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1",0
"625","OFLOXACIN","CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23",1
"626","NITARSONE","O=[N+]([O-])c1ccc([As](=O)(O)O)cc1",1
"627","AMINOPHYLLINE","Cn1c(=O)c2[nH]cnc2n(C)c1=O.NCCN",0
"628","BALSALAZIDE DISODIUM","O=C([O-])CCNC(=O)c1ccc(N=Nc2ccc(O)c(C(=O)[O-])c2)cc1.[Na+].[Na+]",0
"629","LOPINAVIR","Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCCNC1=O",0
"630","CEFEPIME HYDROCHLORIDE","CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C[N+]3(C)CCCC3)CSC12)c1csc(N)n1.[Cl-]",1
"631","AZASERINE","[N-]=[N+]=CC(=O)OCC(N)C(=O)O",0
"632","CEFORANIDE","NCc1ccccc1CC(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nnnn3CC(=O)O)CSC12",1
"633","PROPARACAINE HYDROCHLORIDE","CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N.Cl",0
"634","PROLINE (L)","O=C(O)C1CCCN1",0
"635","ONDANSETRON HYDROCHLORIDE","Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O.Cl",0
"636","CINROMIDE","CCNC(=O)C=Cc1cccc(Br)c1",0
"637","CINTRIAMIDE","COc1cc(C=CC(N)=O)cc(OC)c1OC",0
"638","BENZOIC ACID","O=C(O)c1ccccc1",0
"639","BENZYL BENZOATE","O=C(OCc1ccccc1)c1ccccc1",0
"640","BENZOYL PEROXIDE","O=C(OOC(=O)c1ccccc1)c1ccccc1",0
"641","BETAINE HYDROCHLORIDE","C[N+](C)(C)CC(=O)[O-].Cl",0
"642","BIOTIN","O=C(O)CCCCC1SCC2NC(=O)NC21",0
"643","AKLOMIDE","NC(=O)c1ccc([N+](=O)[O-])cc1Cl",1
"644","MONOBENZONE","Oc1ccc(OCc2ccccc2)cc1",0
"645","NICOTINYL ALCOHOL TARTRATE","O=C(O)C(O)C(O)C(=O)O.OCc1cccnc1",0
"646","FLOXURIDINE","O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F",0
"647","ALTRETAMINE","CN(C)c1nc(N(C)C)nc(N(C)C)n1",0
"648","AMINOHIPPURIC ACID","Nc1ccc(C(=O)NCC(=O)O)cc1",0
"649","MEFLOQUINE HYDROCHLORIDE","Cl.OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1",1
"650","ADIPHENINE HYDROCHLORIDE","CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1.Cl",0
"651","QUINAPRIL","CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)O",0
"652","METHYSERGIDE MALEATE","CCC(CO)NC(=O)C1C=C2c3cccc4c3c(cn4C)CC2N(C)C1.O=C(O)C=CC(=O)O",0
"653","AMIFOSTINE","NCCCNCCSP(=O)(O)O",0
"654","INAMRINONE","Nc1cc(-c2ccncc2)c[nH]c1=O",0
"655","TIAPRIDE HYDROCHLORIDE","CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC.Cl",0
"656","GLUCONOLACTONE","O=C1OC(CO)C(O)C(O)C1O",0
"657","AZLOCILLIN SODIUM","CC1(C)SC2C(NC(=O)C(NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2C1C(=O)[O-].[Na+]",1
"658","SULFLURAMID","CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F",0
"659","BENDROFLUMETHIAZIDE","NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O",0
"660","OLMESARTAN","CCCc1nc(C(C)(C)O)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1",0
"661","BROMHEXINE HYDROCHLORIDE","CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1.Cl",1
"662","TYROSINE HYDROCHLORIDE","Cl.NC(Cc1ccc(O)cc1)C(=O)O",0
"663","CEFTRIAXONE SODIUM TRIHYDRATE","CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c([O-])nn3C)CSC12)c1csc(N)n1.O.O.O.[Na+].[Na+]",1
"664","VINPOCETINE","CCOC(=O)C1=CC2(CC)CCCN3CCc4c(n1c1ccccc41)C32",0
"665","TRIMIPRAMINE MALEATE","CC(CN(C)C)CN1c2ccccc2CCc2ccccc21.O=C(O)C=CC(=O)O",0
"666","RITANSERIN","Cc1nc2sccn2c(=O)c1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1",0
"667","TRAZODONE HYDROCHLORIDE","Cl.O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12",0
"668","THONZYLAMINE HYDROCHLORIDE","COc1ccc(CN(CCN(C)C)c2ncccn2)cc1.Cl",0
"669","THIAMPHENICOL","CS(=O)(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1",1
